,Period,Data-type,Sub-heading1,Sub-heading2,Files
529,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Allergy Focus@9,,"ALLERGYCHILD9_17032016  PI: Liesbeth Duijts, Johan de Jongste, available on request from datamanagement"
530,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@9,,"CHILDBACKWARDBALANCING9_12082016  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
531,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@9,,"CHILDCCT9_04052018 Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
532,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@9,,"CHILDEYETRACKING9_14122016  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
533,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@9,,"CHILDFINGERTAPPING_01082016  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
534,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@9,,"MOTHERTRAUMAINTERVIEW9_24112016  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
535,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@9,,"PARENT-READINGTHEMIND_19052016  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
536,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Behaviour 9-12 years,,"CHILDCITO_15122017  Add this file to your basket PI: Pauline Jansen, Manon Hillegers . Please also contact Maartje Luijk in case of use of data."
537,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Eyes Focus@9,,CHILDEYES9_03032016  Add this file to your basket PI: Caroline Klaver
538,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Eyes Focus@9,,CHILDOCT_30052016  Add this file to your basket PI: Caroline Klaver
539,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Eyes Focus@9,,CHILDEYESIOL9_06092019  Add this file to your basket PI: Caroline Klaver
540,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDBLOODPRESSURE9_21042016  Add this file to your basket PI: Vincent Jaddoe
541,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDGROWTH9_06072021 Add this file to your basket PI: Vincent Jaddoe
542,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDHC_16032021.sav Add this file to your basket PI: Vincent Jaddoe
543,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDHEART9_16032016  Add this file to your basket PI: Vincent Jaddoe
544,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDOBESITY9_04062020  Add this file to your basket PI: Vincent Jaddoe
545,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,"CHILDDXAFEMUR9_13092016  Add this file to your basket PI: Trudy Voortman, Vincent Jaddoe, Fernando Rivadeneira"
546,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,"CHILDDXAHAND9_16032016  Add this file to your basket 'PI: Trudy Voortman, Vincent Jaddoe, Fernando Rivadeneira"
547,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,"CHILDDXATOTALBODY9_13092016  Add this file to your basket PI: Trudy Voortman, Vincent Jaddoe, Fernando Rivadeneira"
548,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,"CHILDDXASPINE9_13092016  Add this file to your basket PI: Trudy Voortman, Vincent Jaddoe, Fernando Rivadeneira"
549,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,"CHILDDXATBSSCORE_28032017  Add this file to your basket PI: Trudy Voortman, Vincent Jaddoe, Fernando Rivadeneira"
550,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDBHI9_04102019  Add this file to your basket PI: Fernando Rivadeneira
551,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,"CHILDFATMASS9_13092016  Add this file to your basket PI: Trudy Voortman, Vincent Jaddoe, Fernando Rivadeneira"
552,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,MOTHERANTHROPOMETRY9_08092017  Add this file to your basket PI: Eric Steegers
553,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,MOTHERBLOODPRESSURE_16072018  Add this file to your basket PI: Eric Steegers
554,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,MOTHERPREGNANCYCOMPLICATIONS_26102016  Add this file to your basket PI: Eric Steegers
555,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,MOTHERIMT9_29112017  Add this file to your basket PI: Eric Steegers
556,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,"MOTHERDXA9_21092020  Add this file to your basket PI: Vincent Jaddoe, Fernando Rivadeneira"
557,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDDXAF9_Automated_Bone_Age_31122020 Add this file to your basket PI: Fernando Rivadeneira
558,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDF9_IMT_Distensibility_07122020.sav Add this file to your basket PI: Vincent Jaddoe
559,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@9,,CHILDIMTF9_23112020 Available on request PI: Vincent Jaddoe
560,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Hearing Focus@9,,CHILDAUDIOMETRY9_07032016  Add this file to your basket PI: Marc van der Schroeff
561,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Lungs Focus@9,,"CHILDLUNGFUNCTION9_03032016  Add this file to your basket PI: Liesbeth Duijts, Johan de Jongste"
562,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Teeth & jaw development Focus@9,,CRANIOFACIALCHILD9_25032016  Add this file to your basket PI: Eppo Wolvius
563,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Teeth & jaw development Focus@9,,DENTALDEVELOPMENTCHILD9_09032016  Add this file to your basket PI: Eppo Wolvius
564,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Teeth & jaw development Focus@9,,ORTHOCHILD9_09032016  Add this file to your basket PI: Eppo Wolvius
565,Years 9-12 (Phase 3),Interviews & Questionnaires,Child behaviour combined 9 years,,CHILDCBCL9_incl_Tscores_20201111  Add this file to your basket General
566,Years 9-12 (Phase 3),Interviews & Questionnaires,Child behaviour combined 9 years,,GR1082-B8_GR1083-D2_AutismQuotient_12082016  Add this file to your basket General
567,Years 9-12 (Phase 3),Interviews & Questionnaires,Child behaviour combined 9 years,,"CHILDADHDMEDICATION9_17112016  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
568,Years 9-12 (Phase 3),Interviews & Questionnaires,Child behaviour combined 9 years,,"CHILDADHDMEDICATION9_04042017  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
569,Years 9-12 (Phase 3),Interviews & Questionnaires,Child behaviour combined 9 years,,CHILDBehavioralHealthcareUse5-9y_20122018  Add this file to your basket PI: Wilma Jansen
570,Years 9-12 (Phase 3),Interviews & Questionnaires,Parents behaviour combined 0-10 years,,"EarlyLifeStressItems_15072022 Add this file to your basket PI: Pauline Jansen, Manon Hilligers"
571,Years 9-12 (Phase 3),Interviews & Questionnaires,Parents lifestyle combine 9 years,,PARENTS_LifestyleAddiction_06042020  Add this file to your basket General
572,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,A. General,G1081_A1_12082016  Add this file to your basket General
573,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,A. General,20190306_SeasonGR1081  Add this file to your basket General
574,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,B. Mother’s health,"GR1081_B1-5,18,19_25042017  Add this file to your basket General"
575,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,B. Mother’s health,GR1081_B6-11_08082016  Add this file to your basket General
576,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,C. Mother’s lifestyle,GR1081_C1_08082016  Add this file to your basket General
577,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,C. Mother’s lifestyle,GR1081_C2_22042022 Add this file to your basket General
578,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,C. Mother’s lifestyle,GR1081-C3_C4_20170425 Add this file to your basket General
579,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,C. Mother’s lifestyle,GR1081-C6_30052017  Add this file to your basket General
580,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,D. Mother’s emotions and feelings,GR1081-GR1083_D1_BSI_19042017  Add this file to your basket General
581,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,E. Home and family,GR1081_E1-3_5-6_08082016  Add this file to your basket General
582,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,E. Home and family,GR1081_E4_30082016  Add this file to your basket General
583,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,F. Asthma and allergies,GR1081_F_08082016  Add this file to your basket General
584,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,G. Behaviour,GR1081-G2_28022018  Add this file to your basket General
585,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,H. Eating and exercise,GR1081_H1-2_08082016  Add this file to your basket General
586,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,H. Eating and exercise,GR1081_H3-4_08082016  Add this file to your basket General
587,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,H. Eating and exercise,GR1081_H5-8_21122020 Add this file to your basket General
588,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,H. Eating and exercise,GR1081_H9_19102017  Add this file to your basket General
589,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,I. TV and computers,GR1081_I1-9_08082016  Add this file to your basket General
590,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,I. TV and computers,GR1081_I10-11_19102017  Add this file to your basket General
591,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1081 The development of my 9/10-year old child - part I,I. TV and computers,GR1081_I12-13_08082016  Add this file to your basket General
592,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,A. General,GR1082_A1_12082016  Add this file to your basket General
593,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,A. General,GR1082_A_23022021 Add this file to your basket General
594,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,"B. Parent, family and living environment",GR1082_B1-6_23052019  Add this file to your basket General
595,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,"C. School, hearing and language",GR1082_C1-5_22092016  Add this file to your basket General
596,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,"C. School, hearing and language",GR1082_C6-11_10082016  Add this file to your basket General
597,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,D. Eating and exercise,GR1082_D4-5_14062021 Add this file to your basket General
598,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,D. Eating and exercise,GR1082_D8-9_21112018  Add this file to your basket General
599,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,D. Eating and exercise,GR1082_D10-16_11082016  Add this file to your basket General
600,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,E. Behaviour,GR1082_E1_12062018  Add this file to your basket General
601,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,E. Behaviour,GR1082_E2_11082016  Add this file to your basket General
602,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,E. Behaviour,GR1082_E3_02012017  Add this file to your basket General
603,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,F. Health,GR1082_F1-3_11082016  Add this file to your basket General
604,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,F. Health,GR1082_F4-8_24012017  Add this file to your basket General
605,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,F. Health,GR1082_F9-F13_02112016  Add this file to your basket General
606,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,G. Teeth,GR1082_G_11082016  Add this file to your basket General
607,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,H. Eyes,GR1082_H_11082016  Add this file to your basket General
608,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1082 The development of my 9/10-year old child - part II,I. Bones,GR1082_I_14022017  Add this file to your basket General
609,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,A. General,GR1083_A1_12082016  Add this file to your basket General
610,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,B. Partner’s health,GR1083_B1-2_09032018  Add this file to your basket General
611,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,B. Partner’s health,GR1083-B3_25082017  Add this file to your basket General
612,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,B. Partner’s health,"GR1083_B6,B8-11_12082016  Add this file to your basket General"
613,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,C. Partner’s lifestyle,GR1083_C1_12082016  Add this file to your basket General
614,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,D. Partner’s emotions and feelings,GR1081-GR1083_D1_BSI_19042017  Add this file to your basket General
615,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,E. Home and family,GR1083_E1-6_23052019  Add this file to your basket General
616,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1083 The development of my 9/10-year old child - partner,E. Home and family,GR1083_E7_19102016  Add this file to your basket General
617,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,A. Algemeen,GR1084_filledin_17082016  Add this file to your basket General
618,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,B. Mijn vrienden/vriendinnen,GR1084-B2_09082017  Add this file to your basket General
619,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,"C. Eten, slapen en TV/Games",GR1084_C1-2_17082016  Add this file to your basket General
620,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,"C. Eten, slapen en TV/Games",GR1084_C3-5_06072017  Add this file to your basket General
621,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,"C. Eten, slapen en TV/Games",GR1084_C10-C11_04042017  Add this file to your basket General
622,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,D. Hoe vind ik mijzelf,GR1084_D_17082016  Add this file to your basket General
623,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,E. Hoe ik mij voel,GR1084_E-emotionregulation_17082016  Add this file to your basket General
624,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,F. Mijn gedrag,GR1084_F1_24012017  Add this file to your basket General
625,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,F. Mijn gedrag,GR1084-F2_30052017  Add this file to your basket General
626,Years 9-12 (Phase 3),Interviews & Questionnaires,GR1084 My first questionnaire,H. Roken en alcohol,GR1084_H_11032019 Add this file to your basket General
627,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Blood,"CHILDSERUM9_01082017_plusLDL Add this file to your basket ""PI: Vincent Jaddoe"""
628,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Blood,CHILDSERUM9_01082017 Add this file to your basket PI: Vincent Jaddoe
629,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Blood,"CHILD9-TG2A_19122017 PI: Henriëtte Moll, available on request from datamanagement"
630,Years 9-12 (Phase 3),Biological Samples,Child 9 years,DNA,Selection_GENR_450kmeth_release2_9y  Add this file to your basket
631,Years 9-12 (Phase 3),Biological Samples,Child 9 years,DNA,GENR_450kmeth_release2_9y_Houseman_default_20170501  Add this file to your basket
632,Years 9-12 (Phase 3),Biological Samples,Child 9 years,DNA,GENR_450kmeth_release2_9y_Houseman_EosNeu_20170501  Add this file to your basket
633,Years 9-12 (Phase 3),Biological Samples,Child 9 years,DNA,Selection_GENR_450kmeth_release3_9y_20190813  Add this file to your basket
634,Years 9-12 (Phase 3),Biological Samples,Child 9 years,DNA,GENR_450kmeth_release3_9y_Houseman_default Add this file to your basket
635,Years 9-12 (Phase 3),Biological Samples,Child 9 years,DNA,GENR_450kmeth_release3_9y_Houseman_EosNeu Add this file to your basket
636,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Immuno,"CHILDIMMUNO-TandB9_16112020.sav PI: Henriëtte Moll, available on request from datamanagement "
637,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Immuno,"CHILDIMMUNOcolorflow_15052015 PI: Henriëtte Moll, available on request from datamanagement "
638,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Immuno,"CHILDTRUECOUNTSIMMUNO9 General, available on request from datamanagement "
639,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Faeces,"CHILDmicrobiomeFaeces9_07102021 Add this file to your basket PI: Liesbeth Duijts, Fernando Rivadeneira"
640,Years 9-12 (Phase 3),Biological Samples,Child 9 years,Microbiome nose,MICRIOBIOME9CHILD_selection_28092020  Add this file to your basket
641,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,MRI9RESPONS_02062022 Add this file to your basket PI: General
642,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,"CHILDMRI_Core_data_distribution_28112017  General; 01102021 A more up to date version is now available via the MRI team on Researchsuite, please do not use this version anymore"
643,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,CHILDMRICARDIO_standardizedbsa_12102018  Add this file to your basket PI: Vincent Jaddoe
644,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,CHILDMRICARDIO9inclZ_14122016  Add this file to your basket PI: Vincent Jaddoe
645,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,CHILDMRIFATMASS9_14122016  Add this file to your basket PI: Vincent Jaddoe
646,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,CHILDMRIABDOMEN9_23112016  Add this file to your basket PI: Vincent Jaddoe
647,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,CHILDMRIABDOMEN-gonads_23112016 Add this file to your basket PI: Vincent Jaddoe
648,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,"CHILDMRI9_pinealis_cerebellar_tonsils_03062021 Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
649,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,"f5_f9_DTI_atpx_RLM-Distribution_26Jan2017b_labels PI: Pauline Jansen, Manon Hillegers, available on request from datamanagement"
650,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,"CHILDMRI9_exclusionlistbrain_10052017 PI: Pauline Jansen, Manon Hillegers, available on request from datamanagement"
651,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,"CHILD_Edingburgh HandednessF9_30102020  Add this file to your basketPI: Pauline Jansen, Manon Hillegers"
652,Years 9-12 (Phase 3), MRI ,MRI child 9 years,,CHILDMRI9_IFpinealgland_26092019  Add this file to your basket PI: General
653,Years 12-16 (Phase 4),General data,,,SEASONF13VISIT1_29072022 Add this file to your basket general
654,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Behaviour Focus@13,,"CHILDPSYCHVISIT_09072020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers, Wilma Jansen"
655,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Behaviour Focus@13,,Mental health care use categorization explanation 1-7-2020  Add this file to your basket
656,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Behaviour Focus@13,,"20200811_AppF13_TrackingTeens  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
657,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Behaviour Focus@13,,"20200811_AppF13_TrackingTeens_Onboarding  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
658,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Behaviour Focus@13,,"CHILDWISC13_16082021 Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
659,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Behaviour Focus@13,,wisc_tscores_03052021 Add this file to your basket
660,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Bones Focus@13,,"CHILDDXASPINE13_18102021 Add this file to your basket PI: Vincent Jaddoe, Fernando Rivadeneira, Trudy Voortman"
661,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Bones Focus@13,,"CHILDDXATOTALBODY13_18102021 Add this file to your basket PI: Vincent Jaddoe, Fernando Rivadeneira, Trudy Voortman"
662,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Bones Focus@13,,"CHILDDXAFEMUR13_23092021 Add this file to your basket PI: Vincent Jaddoe, Fernando Rivadeneira, Trudy Voortman"
663,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Eyes Focus@13,,CHILDEYES13_07042020  Add this file to your basket PI: Caroline Klaver
664,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Eyes Focus@13,,CHILDEYES-5-9-13_13082020  Add this file to your basket PI: Caroline Klaver
665,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Eyes Focus@13,,20201124_F13_Total_app_LS_screentime.sav Add this file to your basket PI: Caroline Klaver
666,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Growth Focus@13,,MOTHERANTHROPOMETRY13_09012020  Add this file to your basket PI: Eric Steegers
667,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Growth Focus@13,,MOTHERBLOODPRESSURE13_09012020  Add this file to your basket PI: Eric Steegers
668,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Growth Focus@13,,Cleaning Mother F13_20-12-2019  Add this file to your basket
669,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Growth Focus@13,,CHILDGROWTH13_10122020 Add this file to your basket PI: Vincent Jaddoe
670,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Growth Focus@13,,CHILDOBESITY13_10122020 Add this file to your basket PI: Vincent Jaddoe
671,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Growth Focus@13,,"CHILDPHYSICALDEVELOPMENT13_06052020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
672,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Growth Focus@13,,MOTHERF13_HYPERTENSION_21122020 Add this file to your basket PI: Eric Steegers
673,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Hearing Focus@13,,CHILDAUDIO13_30042020 Add this file to your basket PI: Marc van der Schroeff
674,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Hearing Focus@13,,CHILDAUDIOVT13_30032020 Add this file to your basket PI: Marc van der Schroeff
675,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Hearing Focus@13,,CHILDOAE13_30042020 Add this file to your basket PI: Marc van der Schroeff
676,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Hearing Focus@13,,20201124_F13APP_Hearing.sav Add this file to your basket PI: Marc van der Schroeff
677,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Lungs Focus@13,,"ChildLungFunction13_15082022 Add this file to your basket PI: Liesbeth Duyts, Johan de Jongste"
678,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Lungs Focus@13,,ChildSteepRampTest13_15082022 Add this file to your basket PI: Liesbeth Duyts
679,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Sleep F@9/F@13,,"SLEEPCHILDF9F13_COMPLETE_25102021 Add this file to your basketPI: Pauline Jansen, Annemarie Luik"
680,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Teeth & jaw development Focus@13,,CHILDTEETH2DF13_22102020  Add this file to your basket PI: Eppo Wolvius 
681,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Teeth & jaw development Focus@13,,CHILDF13OPG_BD_16112020  Add this file to your basket PI: Eppo Wolvius
682,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Teeth & jaw development Focus@13,,CHILDOPG13_pmibothsides_04062020 Add this file to your basket PI: Eppo Wolvius
683,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Teeth & jaw development Focus@13,,CHILDOPG13_ThirdMolar_23122021 Add this file to your basket PI: Eppo Wolvius
684,Years 12-16 (Phase 4),Hands on measurements and ultrasounds,Dermatology F@13,,CHILDACNE3DPHOTO13_26072022 Add this file to your basket PI: Luba Pardo Cortes
685,Years 12-16 (Phase 4),Interviews & Questionnaires,Interview F13 visit,,"CHILDRISKBEHAVIOUR13_04062020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
686,Years 12-16 (Phase 4),Interviews & Questionnaires,Interview F13 visit,,GR1097_B16-20_CHILD_ENT-KNO13_10022021 Add this file to your basket PI: Marc van der Schroeff
687,Years 12-16 (Phase 4),Interviews & Questionnaires,Interview F13 visit,,CHILDANTIBIOTICSUSE13_26012023 Add this file to your basket PI: General
688,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,B. Home and family,GR1093-B1_B8-11_03012023 Add this file to your basket General
689,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,B. Home and family,GR1093-B7_08062020  Add this file to your basket General
690,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,B. Home and family,GR1093_B12_22072022 Add this file to your basket General
691,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,C. Lifestyle,GR1093_C_04102021 Add this file to your basket General
692,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,D. Asthma and allergies,"GR1093_D1-D10_15052020  Add this file to your basket PI: Liesbeth Duijts, Johan de Jongste"
693,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,D. Asthma and allergies,"GR1093_D11-D15_Eczema_Acne_19042021 Add this file to your basket PI: Liesbeth Duijts, Johan de Jongste"
694,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,D. Asthma and allergies,GR1093_D13-D16_Acne_29122022 Add this file to your basket PI: Luba Pardo Cortes 
695,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,E. Behaviour,"GR1093-E1_CBCL_18062020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
696,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,E. Behaviour,"GR1093-E2_14092020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
